id,year,value,type,value.eu,value.top3,value.inno,value.us,value.cn,value.jp,value.kr
Immigr_Hochqual,2010,17.7,v,26.322,44.6,27.48,,,,
Immigr_Hochqual,2011,17,v,27.337,46.967,27.58,,,,
Immigr_Hochqual,2012,18.1,v,29.015,50.633,28.56,,,,
Immigr_Hochqual,2013,19.1,v,29.526,51.467,28.18,,,,
Immigr_Hochqual,2014,27.1,v,30.733,52.633,30.3,,,,
Immigr_Hochqual,2015,28.7,v,31.074,51.433,30.9,,,,
Immigr_Hochqual,2016,28.5,v,30.907,50.4,31.78,,,,
Immigr_Hochqual,2017,28.4,v,32.007,50.333,32.28,,,,
Immigr_Hochqual,2018,29.7,v,32.53,50.333,32.24,,,,
Immigr_Hochqual,2019,30.5,v,33.741,50.4,34.56,,,,
Immigr_Hochqual,2020,30.9,v,35.285,53.467,35.64,,,,
Immigr_Hochqual,2021,31.5,v,35.5,54.967,35.9,,,,
Immigr_Hochqual,2022,33.1,v,36.033,54.8,36.64,,,,
Indirect_Gvt_support_GDP,2000,0.111,v,0.010036,0.1235,0.0157,0.0691,,0.0132,
Indirect_Gvt_support_GDP,2001,0.1007,v,0.010368,0.12597,0.017225,0.0601,,0.0133,
Indirect_Gvt_support_GDP,2002,0.1006,v,0.011274,0.12347,0.0173,0.0517,,0.0123,
Indirect_Gvt_support_GDP,2003,0.0933,v,0.02617,0.21413,0.0152,0.0479,,0.02,
Indirect_Gvt_support_GDP,2004,0.079,v,0.033258,0.247,0.016475,0.0455,,0.08,
Indirect_Gvt_support_GDP,2005,0.0655,v,0.035992,0.23563,0.01645,0.0488,,0.1064,
Indirect_Gvt_support_GDP,2006,0.0697,v,0.036667,0.20973,0.01995,0.0529,,0.1092,
Indirect_Gvt_support_GDP,2007,0.0952,v,0.044084,0.2449,0.01958,0.0571,,0.1162,0.1294
Indirect_Gvt_support_GDP,2008,0.1214,v,0.051732,0.2583,0.02526,0.0562,,0.0546,0.1331
Indirect_Gvt_support_GDP,2009,0.1173,v,0.052396,0.23233,0.04216,0.0537,,0.0518,0.1294
Indirect_Gvt_support_GDP,2010,0.1111,v,0.052497,0.23157,0.04928,0.0566,,0.0737,0.141
Indirect_Gvt_support_GDP,2011,0.1013,v,0.053657,0.2135,0.05264,0.0592,0.0531,0.0682,0.1763
Indirect_Gvt_support_GDP,2012,0.1801,v,0.058081,0.233,0.05342,0.0667,0.0432,0.079,0.1886
Indirect_Gvt_support_GDP,2013,0.1168,v,0.061881,0.2551,0.0597,0.0671,0.0517,0.1227,0.2032
Indirect_Gvt_support_GDP,2014,0.148,v,0.0672,0.28077,0.06488,0.0716,0.0554,0.13,0.1917
Indirect_Gvt_support_GDP,2015,0.1458,v,0.058211,0.25263,0.06154,0.0789,0.0563,0.1145,0.1796
Indirect_Gvt_support_GDP,2016,0.1476,v,0.058885,0.25213,0.07148,0.0806,0.059,0.1089,0.1293
Indirect_Gvt_support_GDP,2017,0.1585,v,0.059196,0.2387,0.07392,0.0971,0.0652,0.1204,0.1341
Indirect_Gvt_support_GDP,2018,0.1851,v,0.062589,0.2618,0.07692,0.1136,0.0655,0.1117,0.1324
Indirect_Gvt_support_GDP,2019,0.1921,v,0.067644,0.28297,0.08924,0.1192,0.0685,0.0999,0.1223
Indirect_Gvt_support_GDP,2020,0.274,v,0.072508,0.29253,0.09026,0.1192,0.0685,0.0937,0.1425
Innov_UNT,2008,56.23,v,47.494,67.57,52.158,,,,
Innov_UNT,2009,56.345,v,48.134,68.488,54.894,,,,
Innov_UNT,2010,56.46,v,48.774,74.057,57.63,,,,
Innov_UNT,2011,55.43,v,47.093,69.833,55.505,,,,
Innov_UNT,2012,54.4,v,45.667,65.61,53.38,,,,
Innov_UNT,2013,56.95,v,45.07,65.074,54.54,,,,
Innov_UNT,2014,59.5,v,44.474,69.133,55.7,,,,
Innov_UNT,2015,60.75,v,45.759,68.483,57.68,,,,
Innov_UNT,2016,62,v,47.044,70.567,59.66,,,,
Innov_UNT,2017,62.3,v,47.906,68.658,59.79,,,,
Innov_UNT,2018,62.6,v,48.767,69.225,59.92,,,,
Innov_UNT,2019,61.3,v,50.174,68.933,61.82,,,,
Innov_UNT,2020,60,v,51.581,71.167,63.72,,,,
Innovationsumsatz,2014,8.1016,v,5.1838,11.129,5.7209,,,,
Innovationsumsatz,2015,7.7442,v,5.9629,10.479,7.5817,,,,
Innovationsumsatz,2016,7.3867,v,6.6545,10.883,9.4425,,,,
Innovationsumsatz,2017,9.8996,v,7.4493,11.862,9.817,,,,
Innovationsumsatz,2018,12.412,v,8.2529,15.308,9.8492,,,,
Innovationsumsatz,2019,11.251,v,8.4628,15.616,9.4892,,,,
Innovationsumsatz,2020,10.089,v,8.6727,16.906,9.1292,,,,
Interesse_Wiss,2010,74,v,77.889,91.333,84,,,,
Interesse_Wiss,2011,74.364,v,78.589,91.303,84.818,,,,
Interesse_Wiss,2012,74.727,v,79.29,91.606,85.636,,,,
Interesse_Wiss,2013,75.091,v,79.99,91.909,86.455,,,,
Interesse_Wiss,2014,75.455,v,80.69,92.212,87.273,,,,
Interesse_Wiss,2015,75.818,v,81.391,92.515,88.091,,,,
Interesse_Wiss,2016,76.182,v,82.091,92.818,88.909,,,,
Interesse_Wiss,2017,76.545,v,82.791,93.182,89.727,,,,
Interesse_Wiss,2018,76.909,v,83.492,93.636,90.545,,,,
Interesse_Wiss,2019,77.273,v,84.192,94.364,91.364,,,,
Interesse_Wiss,2020,77.636,v,84.892,95.515,92.182,,,,
Interesse_Wiss,2021,78,v,85.593,97.667,93,,,,
Interm_export,2000,23.75,v,23.796,45.583,24.514,18.544,17.181,15.508,24.548
Interm_export,2001,23.22,v,22.938,45.552,24.764,19.108,16.536,16.288,24.607
Interm_export,2002,24.204,v,22.934,45.819,25.137,19.409,15.797,16.664,23.399
Interm_export,2003,25.162,v,22.892,44.224,25.499,20.217,15.23,16.776,23.322
Interm_export,2004,24.249,v,23.008,43.534,26.04,19.741,16.436,17.104,22.999
Interm_export,2005,25.428,v,22.661,41.746,25.167,19.924,16.122,18.057,22.387
Interm_export,2006,26.55,v,22.813,43.988,25.667,21.383,16.987,18.55,22.521
Interm_export,2007,25.491,v,23.262,43.596,26.12,21.815,17.575,19.063,22.641
Interm_export,2008,25.701,v,22.797,50.413,25.059,22.657,18.725,19.801,23.183
Interm_export,2009,25.331,v,21.416,47.34,24.292,20.823,14.714,21.675,22.972
Interm_export,2010,26.381,v,22.812,49.468,27.36,21.639,15.635,21.35,23.203
Interm_export,2011,25.96,v,23.271,49.934,27.678,22.143,16.948,22.088,24.322
Interm_export,2012,25.84,v,22.71,50.811,26.934,21.232,15.966,21.448,24.22
Interm_export,2013,24.759,v,21.909,51.17,26.582,20.88,15.814,22.137,23.594
Interm_export,2014,24.842,v,21.593,47.641,25.965,19.891,16.454,22.009,23.724
Interm_export,2015,24.92,v,21.551,48.289,25.84,19.867,16.258,20.867,22.171
Interm_export,2016,24.298,v,21.109,46.303,26.134,19.589,16.305,19.822,22.724
Interm_export,2017,25.277,v,21.635,47.544,25.826,19.528,16.307,19.914,22.807
Interm_export,2018,24.121,v,22.053,48.633,26.123,19.462,16.704,19.716,23.394
Interm_export,2019,24.098,v,21.629,47.35,25.746,18.871,16.22,19.709,23.906
Interm_export,2020,24.937,v,21.534,50.572,25.973,20.057,14.951,20.713,23.312
Interm_export,2021,26.455,v,23.928,51.391,28.561,21.174,17.329,21.617,25.285
Interm_import,2000,19.797,v,21.263,35.273,19.606,14.842,34.529,15.685,21.795
Interm_import,2001,20.671,v,21.472,33.498,19.662,14.991,32.586,15.073,22.282
Interm_import,2002,21.102,v,21.524,33.506,19.738,14.811,31.466,15.13,22.767
Interm_import,2003,21.08,v,21.435,32.959,19.815,14.571,28.749,15.221,22.887
Interm_import,2004,20.728,v,21.419,32.618,20.212,15.479,25.861,15.883,24.402
Interm_import,2005,22.125,v,20.77,31.861,20.084,15.226,24.726,15.14,23.004
Interm_import,2006,23.696,v,20.86,31.243,20.688,15.7,22.577,15.115,22.363
Interm_import,2007,22.27,v,21.219,31.085,21.453,15.299,22.589,15.729,23.418
Interm_import,2008,22.498,v,20.511,29.871,20.408,15.573,20.399,14.662,22.912
Interm_import,2009,22.163,v,19.513,29.844,19.006,14.626,22.426,14.134,22.279
Interm_import,2010,22.807,v,20.342,31.05,19.762,14.908,20.916,14.98,22.447
Interm_import,2011,23.666,v,20.9,30.64,20.34,15.58,19.835,15.135,21.008
Interm_import,2012,22.488,v,20.124,36.869,19.752,15.073,18.811,13.147,19.433
Interm_import,2013,22.462,v,20.023,38.003,19.209,15.008,18.252,12.744,19.087
Interm_import,2014,22.415,v,20.03,34.833,18.982,15.483,19.364,13.256,19.12
Interm_import,2015,23.397,v,20.486,36.6,18.669,15.362,23.55,15.15,20.063
Interm_import,2016,22.461,v,20.246,36.958,19,15.452,22.542,15.298,20.596
Interm_import,2017,23.371,v,20.515,36.845,19.639,14.826,21.495,15.11,19.466
Interm_import,2018,22.545,v,20.445,35.156,19.746,15.346,21.087,15.368,18.312
Interm_import,2019,21.592,v,19.979,35.167,19.229,15.238,19.628,15.09,18.42
Interm_import,2020,22.792,v,20.706,39.075,19.438,16.518,19.247,15.806,18.199
Interm_import,2021,25.511,v,23.103,39.057,21.735,16.929,19.69,16.97,19.139
Jugendarbeitslosigkeit,2009,11.3,v,21.896,11.3,18.64,,,,
Jugendarbeitslosigkeit,2010,10.1,v,24.178,9.6,19.3,,,,
Jugendarbeitslosigkeit,2011,9.5,v,24.637,8.7667,17.82,,,,
Jugendarbeitslosigkeit,2012,10,v,26.537,8.9667,18.24,,,,
Jugendarbeitslosigkeit,2013,10.3,v,27.119,9.1,19.28,,,,
Jugendarbeitslosigkeit,2014,11,v,25.348,8.9,18.84,,,,
Jugendarbeitslosigkeit,2015,11.3,v,23.085,8.4333,17.88,,,,
Jugendarbeitslosigkeit,2016,12,v,20.963,7.5333,16.68,,,,
Jugendarbeitslosigkeit,2017,10.5,v,18.548,7.6667,15.88,,,,
Jugendarbeitslosigkeit,2018,10,v,16.367,6.4667,13.9,,,,
Jugendarbeitslosigkeit,2019,9.1,v,15.441,6.6,14.04,,,,
Jugendarbeitslosigkeit,2020,11.7,v,18.5,8.2,16.52,,,,
Jugendarbeitslosigkeit,2021,11,v,17.404,8,16.02,,,,
Jugendarbeitslosigkeit,2022,9.5,v,15.459,6.7667,14.1,,,,
KMU_Inno_koop,2014,20.477,v,10.738,22.701,17.913,,,,
KMU_Inno_koop,2015,21.283,v,11.144,22.328,17.356,,,,
KMU_Inno_koop,2016,22.09,v,11.551,23.121,16.799,,,,
KMU_Inno_koop,2017,19.051,v,12.905,25.599,17.968,,,,
KMU_Inno_koop,2018,16.013,v,14.259,32.908,19.137,,,,
KMU_Inno_koop,2019,16.23,v,13.991,31.011,19.526,,,,
KMU_Inno_koop,2020,16.447,v,13.724,30.071,19.916,,,,
KMU_Onlinehandel_Umsatz,2010,12.7,v,12.5,21.167,17.1,,,,
KMU_Onlinehandel_Umsatz,2011,13.6,v,12.074,21.033,16.005,,,,
KMU_Onlinehandel_Umsatz,2012,13.2,v,12.919,22.633,16.51,,,,
KMU_Onlinehandel_Umsatz,2013,11.5,v,12.897,25.813,15.635,,,,
KMU_Onlinehandel_Umsatz,2014,13.3,v,13.838,27.567,17.5,,,,
KMU_Onlinehandel_Umsatz,2015,15.8,v,15.316,30.867,19.76,,,,
KMU_Onlinehandel_Umsatz,2016,15.2,v,15.476,31.4,21.42,,,,
KMU_Onlinehandel_Umsatz,2017,13.9,v,16.23,31.9,21.62,,,,
KMU_Onlinehandel_Umsatz,2018,13.7,v,16.523,32.067,23,,,,
KMU_Onlinehandel_Umsatz,2019,14.4,v,16.899,32.8,23.8,,,,
KMU_Onlinehandel_Umsatz,2020,16.7,v,18.393,35.067,25,,,,
KMU_Onlinehandel_Umsatz,2021,16.7,v,18.037,32.033,24.64,,,,
KMU_Onlinehandel_Umsatz,2022,15.1,v,17.902,30.233,24.21,,,,
KMU_Onlinehandel_Umsatz,2023,14.2,v,18.122,29.167,24.94,,,,
KMU_int_Onlinehandel,2011,3.8,v,3.3259,6.9,3.8,,,,
KMU_int_Onlinehandel,2012,4.25,v,3.687,7.4,4.1,,,,
KMU_int_Onlinehandel,2013,4.7,v,4.0481,8.7333,4.4,,,,
KMU_int_Onlinehandel,2014,5.05,v,4.0981,8.6,4.16,,,,
KMU_int_Onlinehandel,2015,5.4,v,4.1481,9.0333,3.92,,,,
KMU_int_Onlinehandel,2016,6.3,v,4.3426,8.8167,3.92,,,,
KMU_int_Onlinehandel,2017,7.2,v,4.537,8.35,3.92,,,,
KMU_int_Onlinehandel,2018,7.95,v,4.8926,9.35,5.02,,,,
KMU_int_Onlinehandel,2019,8.7,v,5.2481,10.067,6.12,,,,
KMU_int_Onlinehandel,2020,8.1,v,5.113,9.6,6.14,,,,
KMU_int_Onlinehandel,2021,7.5,v,4.9778,10.5,6.16,,,,
Kapitalmarktgroesse,2000,147.57,v,152.69,314.05,250.76,,,,
Kapitalmarktgroesse,2001,146.96,v,146,290.17,234.74,,,,
Kapitalmarktgroesse,2002,149.36,v,140.12,271.77,214.98,,,,
Kapitalmarktgroesse,2003,158.05,v,151.87,308.09,228.28,,,,
Kapitalmarktgroesse,2004,163.32,v,160.87,308.1,235.7,,,,
Kapitalmarktgroesse,2005,178.74,v,170.19,311.23,252.14,,,,
Kapitalmarktgroesse,2006,193.62,v,199.34,357.4,279.66,,,,
Kapitalmarktgroesse,2007,201.25,v,223.55,446.96,297.38,,,,
Kapitalmarktgroesse,2008,160.36,v,190.3,344.58,253.8,,,,
Kapitalmarktgroesse,2009,173.69,v,215.6,412.13,288.62,,,,
Kapitalmarktgroesse,2010,179.73,v,214.58,397.6,297.38,,,,
Kapitalmarktgroesse,2011,165.25,v,204.75,379.98,283.75,,,,
Kapitalmarktgroesse,2012,169.6,v,209.9,396.12,298.31,,,,
Kapitalmarktgroesse,2013,174.05,v,214.72,406.24,315.37,,,,
Kapitalmarktgroesse,2014,164.57,v,210.83,406.28,320.24,,,,
Kapitalmarktgroesse,2015,167.43,v,211.72,406.97,334.99,,,,
Kapitalmarktgroesse,2016,169,v,210.82,416.3,343.23,,,,
Kapitalmarktgroesse,2017,175.92,v,209.38,420.18,345.33,,,,
Kapitalmarktgroesse,2018,168.64,v,198.59,395.9,326.92,,,,
Kapitalmarktgroesse,2019,171.68,v,202.18,414.37,347.17,,,,
Kapitalmarktgroesse,2020,180.68,v,212.73,439.18,367.52,,,,
Kapitalmarktgroesse,2021,188.41,v,211.56,465.71,384.89,,,,
Kooperation_UNT_Uni,2004,10.01,v,10.744,23.327,17.962,,,,
Kooperation_UNT_Uni,2005,13.07,v,11.409,24.043,17.6,,,,
Kooperation_UNT_Uni,2006,16.13,v,12.137,25.833,17.238,,,,
Kooperation_UNT_Uni,2007,17.845,v,12.247,24.41,17.915,,,,
Kooperation_UNT_Uni,2008,19.56,v,12.357,23.51,18.592,,,,
Kooperation_UNT_Uni,2009,20.63,v,12.476,24.088,17.506,,,,
Kooperation_UNT_Uni,2010,21.7,v,12.595,24.667,16.42,,,,
Kooperation_UNT_Uni,2011,21.75,v,12.853,24.55,17.25,,,,
Kooperation_UNT_Uni,2012,21.8,v,13.111,24.433,18.08,,,,
Kooperation_UNT_Uni,2013,22.25,v,12.637,23.15,17.9,,,,
Kooperation_UNT_Uni,2014,22.7,v,12.163,22.033,17.72,,,,
Kooperation_UNT_Uni,2015,22.95,v,12.487,22.517,16.6,,,,
Kooperation_UNT_Uni,2016,23.2,v,12.811,23.167,15.48,,,,
Kooperation_UNT_Uni,2017,21.875,v,9.9278,20.125,13.855,,,,
Kooperation_UNT_Uni,2018,20.55,v,7.0444,19.283,12.23,,,,
Kooperation_UNT_Uni,2019,19.225,v,8.5278,19.775,12.585,,,,
Kooperation_UNT_Uni,2020,17.9,v,10.011,21.5,12.94,,,,
Kopublikationen,2016,186.34,v,123.78,357.77,239.57,,,,
Kopublikationen,2017,195.25,v,131.89,367.57,251.34,,,,
Kopublikationen,2018,198.23,v,138.29,371.57,259.25,,,,
Kopublikationen,2019,210.4,v,149.32,380.25,274.92,,,,
Kopublikationen,2020,223.28,v,159.2,385,285.91,,,,
Kopublikationen,2021,239.74,v,172.59,392.01,302.66,,,,
Kopublikationen,2022,263.93,v,189.87,392.01,320.17,,,,
Kopublikationen,2023,259.5,v,190.47,392.01,319.44,,,,
Leiden_industry_collab,2009,1607.8,v,573.42,3885.3,2125.4,967.06,3.3142,1079.7,1032.5
Leiden_industry_collab,2010,1922.1,v,705.93,4663.8,2533.8,1032.9,4.5787,1049.4,1107.9
Leiden_industry_collab,2011,2169.9,v,820.97,5555.4,2861.9,1052.3,6.3619,1118,1193
Leiden_industry_collab,2012,2422.4,v,885.89,6145.8,3091,1079.1,8.2315,1102.8,1264.1
Leiden_industry_collab,2013,2241.3,v,932.11,6437.5,3301,1107,11.251,1183.8,1229.1
Leiden_industry_collab,2014,2391.2,v,976.27,6491.1,3418.5,1093.2,15.467,1191.2,1291.9
Leiden_industry_collab,2015,2919.2,v,1086,6479.1,3741.4,1126.4,21.499,1127.1,1164.8
Leiden_industry_collab,2016,3617.5,v,1302.9,6976.8,4177,1170.5,27.22,1064.3,1009.6
Leiden_industry_collab,2017,4306.9,v,1517.2,7380.5,4486.4,1303.5,33.13,1057.1,1057.7
Leiden_industry_collab,2018,4546.5,v,1712.1,7885.8,4922.2,1476.5,44.113,1065.6,1039.6
Leiden_industry_collab,2019,5016.3,v,1812.4,8319.2,5192,1701.2,66.711,1121.1,1029.9
Leiden_industry_collab,2020,4843.9,v,1692.7,8102.5,5158,1823.5,103.51,1221.1,1075.8
Leiden_industry_collab,2021,4058.6,v,1550,6790.9,5150.4,1952.4,169.31,1368.5,1028.3
Leidenranking_bev,2009,47707,v,72468,205420,119030,139890,361.67,,1173.1
Leidenranking_bev,2010,57172,v,72255,217670,125960,140630,482.34,,1277.8
Leidenranking_bev,2011,60732,v,75031,229710,127790,140410,505.14,,2150.6
Leidenranking_bev,2012,50614,v,71222,247200,141330,141440,638.58,,2413.9
Leidenranking_bev,2013,54049,v,74841,257920,148870,142690,1090,,2723.3
Leidenranking_bev,2014,62428,v,77141,268240,152600,146320,1368.5,,5453.9
Leidenranking_bev,2015,64194,v,75707,270520,159750,143310,1777.1,,5887.5
Leidenranking_bev,2016,69493,v,74077,263790,149880,142750,2278.6,,7167.5
Leidenranking_bev,2017,68547,v,72253,266910,148220,139050,3561.6,,6033.8
Leidenranking_bev,2018,52214,v,68845,267120,142790,136250,6072.5,,3291.8
Leidenranking_bev,2019,57715,v,66497,275680,140730,133440,8400.6,,2171.3
Leidenranking_bev,2020,55064,v,66655,279600,141620,129970,11222,,2382.6
Leidenranking_bev,2021,44202,v,64312,288180,134740,120950,16595,,2018.8
MINT_Abs_fem,2013,11.6,v,10.796,14.6,10.725,,,,
MINT_Abs_fem,2014,12.2,v,11.164,15.8,11.375,,,,
MINT_Abs_fem,2015,11.3,v,11.777,17.967,11.075,,,,
MINT_Abs_fem,2016,11.7,v,12.235,19.333,12.15,,,,
MINT_Abs_fem,2017,11.9,v,11.93,19.1,10.7,,,,
MINT_Abs_fem,2018,12.4,v,12.141,19.667,11,,,,
MINT_Abs_fem,2019,13,v,12.326,19.933,11.58,,,,
MINT_Abs_fem,2020,13.2,v,12.863,21.5,12.54,,,,
MINT_Abs_fem,2021,14.4,v,13.396,22.7,13.64,,,,
MINT_Absolv_58,2000,7.2,v,8.6,19.933,10.96,,,,
MINT_Absolv_58,2001,7.3,v,8.9604,20.1,11.6,,,,
MINT_Absolv_58,2002,7.9,v,9.4967,20.067,11.9,,,,
MINT_Absolv_58,2003,8.2,v,9.9972,22.167,12.42,,,,
MINT_Absolv_58,2004,8.7,v,10.457,22,13.34,,,,
MINT_Absolv_58,2005,9.8,v,11.068,22.8,13.34,,,,
MINT_Absolv_58,2006,10.8,v,11.213,21.233,13.28,,,,
MINT_Absolv_58,2007,11.1,v,11.895,20,14.34,,,,
MINT_Absolv_58,2008,11.8,v,12.658,21.6,14.68,,,,
MINT_Absolv_58,2009,14,v,13.21,21.867,13.62,,,,
MINT_Absolv_58,2010,15.5,v,14.087,22.567,15.22,,,,
MINT_Absolv_58,2011,16.1,v,15.083,21.967,15.34,,,,
MINT_Absolv_58,2012,16.4,v,15.685,22.8,16.02,,,,
MINT_Absolv_58,2013,22.2,v,16.45,22.733,16.112,,,,
MINT_Absolv_58,2014,23,v,16.582,23.667,16.604,,,,
MINT_Absolv_58,2015,21.9,v,17.099,26.067,16.796,,,,
MINT_Absolv_58,2016,22.1,v,17.757,29.8,17.828,,,,
MINT_Absolv_58,2017,22,v,17.485,27.5,17.12,,,,
MINT_Absolv_58,2018,22.8,v,17.641,28.5,17.76,,,,
MINT_Absolv_58,2019,23.4,v,18.1,29.7,18.42,,,,
MINT_Absolv_58,2020,24.4,v,18.748,31.867,19.42,,,,
MINT_Absolv_58,2021,25,v,19.344,32.067,20.56,,,,
MINT_Absolv_68,2013,13.3,v,14.671,21,15.825,,,,
MINT_Absolv_68,2014,14,v,15.172,21.467,16.525,,,,
MINT_Absolv_68,2015,13.3,v,15.804,23.967,16.85,,,,
MINT_Absolv_68,2016,14,v,16.45,27.5,18.05,,,,
MINT_Absolv_68,2017,13.6,v,15.859,25,15.98,,,,
MINT_Absolv_68,2018,14.1,v,15.989,25.267,16.66,,,,
MINT_Absolv_68,2019,14.7,v,16.4,27.033,17.34,,,,
MINT_Absolv_68,2020,14.6,v,16.963,28.1,18.1,,,,
MINT_Absolv_68,2021,15.9,v,17.385,28.1,18.98,,,,
MINT_doktorat,2000,0.6,v,0.44,1,0.68,,,,
MINT_doktorat,2001,0.7,v,0.46667,1.0667,0.72,,,,
MINT_doktorat,2002,0.7,v,0.4881,1.2,0.78,,,,
MINT_doktorat,2003,0.7,v,0.5,1.1667,0.8,,,,
MINT_doktorat,2004,0.7,v,0.514,1.4,0.92,,,,
MINT_doktorat,2005,0.8,v,0.508,1.1667,0.78,,,,
MINT_doktorat,2006,0.8,v,0.564,1.5,0.94,,,,
MINT_doktorat,2007,0.8,v,0.55846,1.5333,0.96,,,,
MINT_doktorat,2008,0.9,v,0.58231,1.4,0.92,,,,
MINT_doktorat,2009,0.9,v,0.59846,1.3667,0.92,,,,
MINT_doktorat,2010,1,v,0.63692,1.3,0.94,,,,
MINT_doktorat,2011,0.9,v,0.65222,1.25,0.98,,,,
MINT_doktorat,2012,1,v,0.69037,1.3333,1,,,,
MINT_doktorat,2013,0.9,v,0.74741,1.5,1.112,,,,
MINT_doktorat,2014,0.9,v,0.74519,1.5,1.124,,,,
MINT_doktorat,2015,0.9,v,0.78074,1.48,1.176,,,,
MINT_doktorat,2016,0.9,v,0.8163,1.975,1.128,,,,
MINT_doktorat,2017,0.9,v,0.72222,1.5667,1.02,,,,
MINT_doktorat,2018,0.9,v,0.6963,1.5333,1,,,,
MINT_doktorat,2019,0.9,v,0.67778,1.38,1.02,,,,
MINT_doktorat,2020,0.9,v,0.62222,1.375,0.92,,,,
MINT_doktorat,2021,0.9,v,0.67778,1.5333,0.92,,,,
Offenheit,2000,71.016,v,80.774,143.01,89.244,19.612,,17.258,57.652
Offenheit,2001,73.611,v,79.184,135.2,86.492,18.061,,17.178,53.132
Offenheit,2002,73.214,v,75.854,132.07,86.023,17.345,,17.949,49.618
Offenheit,2003,74.987,v,75.339,131.88,83.735,17.711,,18.891,52.965
Offenheit,2004,79.043,v,79.313,137.01,87.235,19.17,,20.838,60.181
Offenheit,2005,79.884,v,81.992,144.09,92.962,20.222,,22.931,58.309
Offenheit,2006,81.469,v,87.094,154.49,98.267,21.397,,26.631,60.214
Offenheit,2007,83.932,v,86.872,156.42,99.443,21.971,,29.153,62.033
Offenheit,2008,84.613,v,86.832,155.67,101.27,23.467,,30.334,81.075
Offenheit,2009,69.706,v,73.117,132.33,83.799,18.376,,21.385,72.379
Offenheit,2010,79.427,v,83.786,150.07,93.454,21.561,,25.389,77.888
Offenheit,2011,85.44,v,92.33,163.73,100.45,23.635,,26.882,86.073
Offenheit,2012,84.299,v,93.981,166.59,101.22,23.501,,26.852,83.52
Offenheit,2013,83.321,v,92.138,166.22,98.549,22.776,,29.687,78.426
Offenheit,2014,81.398,v,91.586,165.15,97.035,22.526,,30.584,73.946
Offenheit,2015,80.883,v,90.112,164.27,94.956,20.468,,28.637,65.794
Offenheit,2016,78.276,v,88.675,162.58,92.304,19.364,,24.97,60.106
Offenheit,2017,82.394,v,91.351,165.62,96.714,19.826,,27.768,63.696
Offenheit,2018,83.171,v,92.823,168.39,99.233,20.366,,29.482,66.088
Offenheit,2019,81.732,v,90.402,165.6,97.234,19.234,,27.864,63.336
Offenheit,2020,78.559,v,86.43,159.14,91.684,17.672,,25.109,59.506
Offenheit,2021,88.163,v,94.939,180.3,102.23,19.435,,30.447,69.618
PMR2018,2018,1.4394,v,1.4034,0.9446,1.2586,,,1.4405,1.7054
Patente_Kooperation,2000,25.63,v,36.23,73.876,19.432,11.854,35.194,2.757,5.4962
Patente_Kooperation,2001,28.701,v,33.363,66.608,21.496,12.588,35.315,2.8511,4.7226
Patente_Kooperation,2002,28.636,v,33.79,70.036,21.079,12.045,29.775,3.3893,5.9738
Patente_Kooperation,2003,24.644,v,33.264,74.502,21.545,12.667,28.869,2.9495,5.0187
Patente_Kooperation,2004,26.118,v,33.475,69.832,22.031,12.749,26.971,3.0368,4.1847
Patente_Kooperation,2005,24.944,v,33.137,62.879,22.531,12.81,24.735,3.4048,4.6283
Patente_Kooperation,2006,26.098,v,31.991,57.757,23.268,13.564,25.044,2.7273,3.688
Patente_Kooperation,2007,27.532,v,33.422,61.557,23.992,14.139,21.356,3.2338,4.0365
Patente_Kooperation,2008,25.264,v,30.61,56.96,24.299,13.477,20.954,2.8305,4.2058
Patente_Kooperation,2009,26.938,v,31.774,57.344,23.445,14.249,18.058,3.0738,3.9193
Patente_Kooperation,2010,27.526,v,33.118,63.953,24.517,15.189,18.488,2.8397,5.0043
Patente_Kooperation,2011,27.577,v,32.035,64.652,24.229,14.994,19.182,2.8458,4.8132
Patente_Kooperation,2012,27.966,v,31.397,61.989,24.589,14.981,16.948,2.9825,4.1004
Patente_Kooperation,2013,27.013,v,29.437,56.404,22.914,13.739,16.218,2.8949,3.7115
Patente_Kooperation,2014,27.073,v,29.736,59.245,23.137,14.752,15.656,3.3568,3.3827
Patente_Kooperation,2015,28.255,v,28.748,51.655,23.905,14.748,14.268,3.1438,4.1887
Patente_Kooperation,2016,29.812,v,31.193,54.586,23.308,13.714,12.642,3.4164,2.8754
Patente_Kooperation,2017,29.173,v,29.534,50.37,23.296,14.696,12.36,3.7942,3.1746
Patente_Kooperation,2018,29.479,v,29.261,56.712,22.477,13.64,11.151,4.0169,2.9805
Patente_Kooperation,2019,28.656,v,29.436,53.003,25.255,13.391,10.534,4.4121,2.6102
Patente_Kooperation,2020,28.931,v,28.24,52.139,25.144,13.952,8.5642,4.1141,2.4203
Patente_auslandsbesitz,2000,36.573,v,44.188,88.889,24.801,12.682,52.67,3.8365,5.8779
Patente_auslandsbesitz,2001,39.525,v,42.031,71.754,24.66,13.754,46.486,3.6519,4.1913
Patente_auslandsbesitz,2002,42.793,v,40.971,80.267,24.22,14.716,47.191,4.2331,5.892
Patente_auslandsbesitz,2003,37.709,v,42.623,84.002,25.427,14.818,49.504,4.055,4.7592
Patente_auslandsbesitz,2004,39.941,v,38.877,70.865,25.209,14.546,44.149,3.9466,4.1631
Patente_auslandsbesitz,2005,40.415,v,42.972,76.061,26.859,14.796,38.566,4.3298,3.7732
