var,order,labelname,iso2,year,value,Rang,Verh_EU,Verh_IL,Verh_Top3,Verh_IL_old,Verh_CH,Verh_CN,Verh_JP,Verh_KR,Verh_US,Verh_AT,Wachstum,Top_ctries,Anzahl_Länder,Zeitreihe,invertiert,prozent,Bereich,Teilbereich,Diff_Wachstum_AT_IL,Diff_Verh_EU_tminus1,Diff_Verh_EU_tminus2,Diff_Verh_EU_tminus3,Diff_Verh_EU_tminus4,Diff_Verh_EU_tminus5,Diff_Verh_EU_tminus6,Diff_Verh_EU_tminus7,Diff_Verh_EU_tminus8,Diff_Verh_EU_tminus9,Diff_Verh_EU_tminus10,Diff_Verh_IL_tminus1,Diff_Verh_IL_tminus2,Diff_Verh_IL_tminus3,Diff_Verh_IL_tminus4,Diff_Verh_IL_tminus5,Diff_Verh_IL_tminus6,Diff_Verh_IL_tminus7,Diff_Verh_IL_tminus8,Diff_Verh_IL_tminus9,Diff_Verh_IL_tminus10,Diff_Verh_Top3_tminus1,Diff_Verh_Top3_tminus2,Diff_Verh_Top3_tminus3,Diff_Verh_Top3_tminus4,Diff_Verh_Top3_tminus5,Diff_Verh_Top3_tminus6,Diff_Verh_Top3_tminus7,Diff_Verh_Top3_tminus8,Diff_Verh_Top3_tminus9,Diff_Verh_Top3_tminus10,B_D2,B_D1,B_C5,B_C4,B_C6,B_C3,B_C2,B_C1,B_B5,B_B4,B_B3,B_B2,B_B1,B_A3,B_A2,B_A1,jahr_ende_tot,TB_Reg,TB_Finanz,TB_Steuer,TB_frühkind,TB_Primar,TB_Sekundar,TB_Weiterbildung,TB_Vfl_AM,TB_Vfl_Uni,TB_Vfl_Inno,TB_Vfl_Wirt,TB_Input,TB_Output,TB_Input_forsch,TB_Output_forsch,TB_KMU,TB_FTI,TB_Koop,TB_patent,TB_upgrade,TB_struktur,TB_Input_UNT,TB_Output_UNT,TB_Fin_ges,TB_GF,TB_UF,TB_Eff_Wiss,TB_Eff_Tech,TB_Eff_Inno,TB_WS,TB_Gesund,TB_Umwelt,TB_EIS,TB_Inv_Infr,TB_IKT_Fkt,TB_IKT_erf,TB_IKT_nutz,TB_IKT_wirk,TB_egovernment,TB_FuE_Klima,TB_Umwelt_Nutzung,TB_Umwelt_Wirkung,TB_gend_HS,TB_gend_Beruf,TB_ökon_ce,TB_stand_ce,TB_inno_ce,TB_souv_pat,TB_souv_ah,fett
vaShareIctTypeComb_High,22,IKT Wertschöpfung,AT,2020,12.05179264627615,26,82.671799,98.755585,58.045303,98.961792,82.962326,,,,,100,-.047375023,(1) SK (2) CZ (3) HU,31,2005-2020,,1,B_C1,TB_IKT_wirk,-.0376634,-2.9225388,-4.95681,-9.1525421,-9.1444931,-9.3363876,-8.0787354,-10.13842,-15.219383,-15.447876,-16.534164,4.164444,.2739563,-3.3007202,-4.3297424,-7.4801254,-7.7609863,-8.3176346,-14.813583,-10.639908,-12.052994,.49911118,-1.6134529,-5.7506981,-3.851738,-5.4472008,-5.2966499,-7.6689606,-11.479202,-10.021759,-10.026978,,,,,,,,1,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
triadischepatente_bev,12,Triadische Patentanmeldungen,AT,2018,.044102631509304,10,215.45932,74.797585,36.808826,77.60952,29.869175,,32.988064,72.354378,111.501,100,.85039622,(1) CH (2) JP (3) SE,40,2000-2018,,,B_D2,TB_Eff_Tech,1.1057767,-1.3911285,6.9736328,-9.3095398,-5.7263184,-4.1627655,-16.747986,-12.310654,-14.381638,21.049896,23.659851,-2.4869003,-3.4235764,-6.298439,-2.0823135,-5.8843002,-8.109726,-10.491425,-8.4193802,6.1765671,7.3924408,-1.9062767,-1.2945404,-2.4783363,-1.1968689,-.1083374,-1.8435211,-1.2607498,-3.6608963,-1.07798,.61853409,1,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
triadischepatente_bev,21,Triadische Patentanmeldungen,AT,2018,.044102631509304,10,215.45932,74.797585,36.808826,77.60952,29.869175,,32.988064,72.354378,111.501,100,.85039622,(1) CH (2) JP (3) SE,40,2000-2018,,,B_B3,TB_Output_UNT,1.1057767,-1.3911285,6.9736328,-9.3095398,-5.7263184,-4.1627655,-16.747986,-12.310654,-14.381638,21.049896,23.659851,-2.4869003,-3.4235764,-6.298439,-2.0823135,-5.8843002,-8.109726,-10.491425,-8.4193802,6.1765671,7.3924408,-1.9062767,-1.2945404,-2.4783363,-1.1968689,-.1083374,-1.8435211,-1.2607498,-3.6608963,-1.07798,.61853409,,,,,,,,,,,1,,,,,,2018,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sophistication,20,Exportkomplexität,AT,2020,1.633745950702278,8,140.23466,115.91519,76.77124,112.13221,79.780228,167.28111,71.260307,79.938339,96.031746,100,.36019832,(1) JP (2) CH (3) KR,45,2007-2020,,,B_D2,TB_Eff_Inno,.58679605,.71923828,-3.2302856,.41624451,-6.1304169,.44944763,-1.8292084,-4.8959656,1.0825958,-4.3235168,1.0118561,-.67884827,-.54581451,1.1415939,.75430298,2.878952,3.6636734,5.375061,8.6036453,6.2842712,9.3985367,-1.4241943,.11397552,.14109802,.94841766,1.2476501,-1.2752838,-4.4330139,-1.1992569,-2.6921616,.16807556,1,,,,,,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
sophistication,25,Exportkomplexität,AT,2020,1.633745950702278,8,140.23466,115.91519,76.77124,112.13221,79.780228,167.28111,71.260307,79.938339,96.031746,100,.36019832,(1) JP (2) CH (3) KR,45,2007-2020,,,B_B3,TB_Output_UNT,.58679605,.71923828,-3.2302856,.41624451,-6.1304169,.44944763,-1.8292084,-4.8959656,1.0825958,-4.3235168,1.0118561,-.67884827,-.54581451,1.1415939,.75430298,2.878952,3.6636734,5.375061,8.6036453,6.2842712,9.3985367,-1.4241943,.11397552,.14109802,.94841766,1.2476501,-1.2752838,-4.4330139,-1.1992569,-2.6921616,.16807556,,,,,,,,,,,1,,,,,,2020,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rqe,9,Regulierungsqualität,AT,2021,1.348706007003784,18,120.71366,78.829994,71.58728,79.313019,77.828087,,98.021057,122.66254,92.902672,100,-.4268707,(1) LU (2) FI (3) AU,45,2000-2021,,,B_C4,,-.79871601,-4.9814758,-1.8001251,-12.329918,-5.4298401,-5.7608414,-1.3309708,-10.966652,-7.5397568,-10.607994,2.5298767,-4.2446136,-8.3192749,-10.792229,-5.3935242,-5.2316971,-3.9425888,-10.673729,-7.5250549,-10.536263,-.80770874,-3.8079147,-6.3382797,-5.8760223,.53083038,-1.273674,-3.5012817,-6.7119446,-8.4418869,-10.179611,-.19274139,,,,1,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robot_ind_ser,20,Industrie- und Serviceroboter,AT,2022,5.4,15,92.1036,61.784897,52.76873,57.599998,,,,,,100,.040000059,(1) DK (2) BE (3) FI,30,2018-2022,,1,B_C1,TB_IKT_nutz,.03600011,2.8541718,5.4894257,6.0813141,3.7638321,,,,,,,.34183121,.67378616,1.1616669,2.1860466,,,,,,,.94622421,1.842804,1.4907761,1.9543991,,,,,,,,,,,,,,1,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
rle,10,Rechtsstaatlichkeit,AT,2021,1.78803551197052,6,166.7673,101.66869,90.241661,101.38993,98.886803,5084.7681,113.20524,158.70149,126.21518,100,-.06425184,(1) FI (2) NO (3) DK,45,2000-2021,,,B_C4,,-.14911598,-3.5569305,-9.7616119,-10.801987,-3.5862732,1.2488098,1.9280396,-.24853516,.13668823,-2.0832062,4.5180969,-.42326355,-5.0903549,-5.0581284,-1.3997192,4.7266083,5.3584976,1.9820938,.79353333,-.94765472,2.0008011,-1.1470642,-5.7538223,-4.9277267,-1.4299316,1.4326935,.30896759,-2.8058167,-3.3771286,-5.431427,-3.172699,,,,1,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
researchers_FTE_bev,14,Zahl der ForscherInnen,AT,2021,6.147472381591797,8,126.26114,81.3367,70.678139,77.470726,110.51866,380.55496,112.01641,71.254662,127.30001,100,3.8757694,(1) SE (2) KR (3) FI,37,2002-2021,,,B_D2,TB_Eff_Inno,.80396342,-1.1569748,-6.9545593,-5.6904755,-3.9897919,-9.6176147,-3.2733154,-2.4445801,.55734253,-1.7470703,2.334671,-3.448143,-7.4757385,-6.2024384,-3.9271317,-4.3267822,-.51087952,.12393188,2.0619278,-1.9159622,-.13162231,-2.9664078,-6.0821762,-5.2173309,-3.1634521,-2.9728088,-.78102112,.14070129,2.5402756,3.4887085,9.0507507,1,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
res_fem_govhes,11,Forscherinnen außerhalb Unternehmen,AT,2019,41.77035903930664,20,92.583939,92.526253,78.248901,92.153809,102.95634,,151.74799,131.83992,,100,.62543178,(1) LT (2) LV (3) IS,32,2002-2019,,1,B_C5,TB_gend_Beruf,.11014354,.45355225,.4182663,.79238892,.35572815,-.0060043335,-.11157227,.56155396,.43946838,.94322968,1.0886841,.13215637,1.0627823,.55830383,-.35163879,-1.5044174,-1.3277512,-.39173126,-.64169312,-.034622192,-.61740112,.96583557,1.2206039,1.5620804,2.0069962,1.1696854,1.6215057,2.2965698,3.8756943,4.3244781,4.4682465,,,1,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
res_fem_bus,10,Forscherinnen in Unternehmen,AT,2019,17.6959378598686,25,74.238441,76.618965,48.957767,76.238777,67.657204,,161.65239,101.30481,,100,.40678501,(1) LV (2) RO (3) IS,33,2002-2019,,1,B_C5,TB_gend_Beruf,.16651286,.42340088,-.47536469,.67056274,.62471771,-.12130737,.75881195,3.351738,6.2839813,7.4269638,4.1482697,1.0426102,1.6608505,.079673767,-.4519043,-2.1004944,-3.30896,.8819046,2.6374893,.70394135,-1.6196213,-.35513306,-.44249725,2.6593475,.61832428,.094154358,4.3344231,5.2276382,7.600132,8.8811302,3.7227325,,,1,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
recyl,13,Recyclingrate,AT,2020,63,8,119.53619,100.31847,78.423233,105,,,,,,100,.27272728,(1) BE (2) SI (3) NL,28,2010-2020,,1,B_C3,TB_stand_ce,-.2323232,-.37596893,-3.0686035,-5.9013901,-8.8684769,-7.447937,-5.9698792,-6.3622055,-9.6028824,-3.1330948,-1.1881561,-3.641922,-7.5582352,-8.8185883,-10.049423,-5.2920914,-.65872192,-3.9508209,-7.2974167,-2.5621872,-1.8091888,-1.831543,-2.6926498,-5.8904953,-7.6637268,-5.4195557,-3.1557159,-5.682724,-5.9923477,-2.921669,1.1700134,,,,,,1,,,,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
pve,7,Politische Stabilität,AT,2021,.9148911237716675,15,124.20058,101.79985,68.3013,102.26804,80.860405,,89.053658,138.08194,18466.518,100,.51080519,(1) NZ (2) IS (3) LU,45,2000-2021,,,B_C4,,2.9368517,-4.3941956,-4.01474,-6.6598969,-24.374115,-10.965103,-41.057465,-44.95697,-48.068802,-47.939621,-28.399902,-2.2853088,-7.1272125,-9.5503693,-20.406891,-5.5048752,-28.138123,-24.117386,-20.957565,-17.950554,-1.2210617,1.8383942,5.7928276,5.3915215,-5.2544861,4.8424416,-11.370399,-21.418335,-28.209808,-27.900894,-18.855682,,,,1,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publications_10pct,7,Qualität der Publikationen,AT,2019,10.6928132173583,16,125.32571,81.656364,74.162666,84.601288,74.456009,98.719177,189.44414,132.38043,80.10424,100,-.033332348,(1) NL (2) CH (3) LU,42,2012-2019,,1,B_D2,TB_Eff_Wiss,.065841652,-2.1849823,-10.610123,-9.3179169,-3.7920227,-11.872101,-7.0027771,-6.9200592,,,,-.84793854,-3.8519211,-2.5202484,.65520477,-2.6154404,.24633789,2.7447357,,,,.047172546,-2.7854691,-2.2146759,1.0911484,-2.3146286,.49920654,2.6715393,,,,1,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
publications_10pct,5,Qualität der Publikationen,AT,2019,10.6928132173583,16,125.32571,81.656364,74.162666,84.601288,74.456009,98.719177,189.44414,132.38043,80.10424,100,-.033332348,(1) NL (2) CH (3) LU,42,2012-2019,,1,B_C4,,.065841652,-2.1849823,-10.610123,-9.3179169,-3.7920227,-11.872101,-7.0027771,-6.9200592,,,,-.84793854,-3.8519211,-2.5202484,.65520477,-2.6154404,.24633789,2.7447357,,,,.047172546,-2.7854691,-2.2146759,1.0911484,-2.3146286,.49920654,2.6715393,,,,,,,1,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
publications_10pct,11,Qualität der Publikationen,AT,2019,10.6928132173583,16,125.32571,81.656364,74.162666,84.601288,74.456009,98.719177,189.44414,132.38043,80.10424,100,-.033332348,(1) NL (2) CH (3) LU,42,2012-2019,,1,B_B2,TB_Output_forsch,.065841652,-2.1849823,-10.610123,-9.3179169,-3.7920227,-11.872101,-7.0027771,-6.9200592,,,,-.84793854,-3.8519211,-2.5202484,.65520477,-2.6154404,.24633789,2.7447357,,,,.047172546,-2.7854691,-2.2146759,1.0911484,-2.3146286,.49920654,2.6715393,,,,,,,,,,,,,,,1,,,,,2019,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
private_FuE,4,Privater Anteil an F&E-Finanzierung,AT,2019,73.02928924560547,10,107.80292,98.196304,84.948013,96.967995,100.53548,,85.585793,92.073502,92.049347,100,.55149591,(1) IL (2) JP (3) BE,38,2000-2019,,1,B_B5,TB_Fin_ges,.44591826,4.5942001,.022033691,2.1261368,4.4724045,7.3271561,3.3722229,9.6130447,6.4120178,6.6260681,-1.2940216,3.9281311,-.11191559,2.6377335,4.6119766,8.8574295,6.0183411,11.577538,9.4619522,11.480347,6.9560623,3.2216339,-.53555298,2.5623398,4.6528397,7.4428177,4.3146515,9.2200851,7.2421722,9.1734161,5.5784988,,,,,,,,,1,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
pr_Enabling,6,Pagerank der klw-unterstützenden Grundlagentechnologien,AT,2019,.1034730458305848,6,213.31908,104.22054,51.028721,109.2365,46.584637,3106.3367,119.11047,112.38644,195.44313,100,.75259578,(1) LU (2) CH (3) NL,45,2000-2019,,,B_C3,TB_inno_ce,2.173058,37.551208,12.71991,39.993912,77.136368,56.587448,9.7788239,13.556732,34.031967,40.623978,1.9576874,12.93972,-1.0465622,7.4109955,18.999664,.97918701,-3.8620224,-.93231964,12.307999,11.837814,6.8751984,14.757572,8.456665,16.590645,27.065521,22.263557,8.2512398,11.684032,15.75494,20.482643,7.1336899,,,,,,1,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
pr_Core,5,Pagerank der Kreislaufwirtschaft,AT,2019,.2051073489774176,8,229.76735,82.878563,49.203148,75.063774,49.208096,2734.7305,173.6563,99.456177,288.01654,100,1.5823383,(1) DK (2) CH (3) LU,45,2000-2019,,,B_C3,TB_inno_ce,.24668086,67.909149,53.468658,73.861023,36.127548,56.244583,64.238174,60.040466,96.290543,70.01622,83.012421,24.665871,18.531395,22.22599,-8.3693619,3.8179169,9.3740997,-.027702332,18.623863,13.731537,7.7731552,14.337906,6.9452553,13.940502,9.4237976,14.295921,14.859562,18.118443,26.262642,18.346201,24.472391,,,,,,1,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
patentanmeldungen_bev,11,Patentanmeldungen,AT,2019,.217018187046051,6,258.18121,98.781593,67.997238,97.468239,52.179535,,152.23578,151.88821,198.42841,100,2.1778095,(1) CH (2) SE (3) DK,41,2000-2019,,,B_D2,TB_Eff_Tech,1.890517,11.213516,8.5709991,.57540894,12.316925,-7.8522644,3.3169861,-2.6387634,7.3551331,9.9538879,11.540878,6.864418,3.9162292,-1.5480804,2.4717712,1.4480515,2.840065,4.1620255,5.4029236,6.0997009,5.1696243,.8891983,-.8818512,-2.2405853,.33132172,-2.6921082,.41966248,.772995,4.7753525,5.5380783,4.9675484,1,,,,,,,,,,,,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
