var,iso2,Verh_IL,Verh_IL_old,Verh_EU,Verh_Top3,Verh_CH,Verh_CN,Verh_JP,Verh_KR,Verh_US,Verh_AT
B_D2,CH,130.45486,132.40508,225.76813,85.397682,100,801.55518,174.5442,1096.3647,187.13773,167.14883
B_D2,LU,82.187225,82.006935,120.07592,58.940495,73.349915,485.52939,126.74353,347.72705,121.25326,97.183136
B_D2,NZ,50.030308,49.053516,72.347763,35.511219,46.105053,325.9122,82.427979,130.07658,87.647163,57.142166
B_D2,BE,89.995193,89.39489,134.10803,62.85268,80.752953,506.36435,122.60493,374.30942,118.44479,103.86193
B_D2,AT,90.374329,89.148636,136.9071,63.072926,80.763206,468.95157,127.79006,228.63449,122.24677,100
B_D2,SE,110.77231,110.26352,174.82848,77.095284,101.78418,582.23029,151.0511,424.74722,148.61232,130.27925
B_D2,IS,68.977585,68.088753,104.63454,48.851814,64.519348,483.00842,119.86769,266.23062,108.61501,81.316666
B_D2,CY,60.279007,59.933949,72.523315,42.288246,50.394577,232.23999,87.585289,124.66943,65.202515,65.941574
B_D2,JP,100.13702,99.292435,164.52101,65.795624,85.202286,351.25516,100,88.853294,125.13966,107.03275
B_D2,IE,92.564941,91.80648,125.11923,63.22678,85.382698,399.12106,109.07545,349.45682,108.8883,107.4994
B_D2,PL,53.21521,52.447212,67.306877,37.937393,52.446442,211.36061,61.125732,47.593975,66.808861,58.185871
B_D2,CL,37.532417,37.016323,42.318596,22.003073,34.593967,70.143623,37.871712,30.518608,41.719707,38.623421
B_D2,LT,59.282951,58.192299,73.737068,42.425957,56.560596,241.29933,68.113419,53.491413,76.47818,65.416687
B_D2,SI,70.319031,69.2416,94.497261,49.723541,68.377205,313.92432,97.259926,111.81061,92.269279,77.713432
B_D2,DK,104.59644,105.07676,164.51605,73.229309,92.476318,667.28418,155.16956,685.97491,153.65013,129.75557
